Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering,anomaly
2022/09/01 00:19,1208,8006D5FD0,2597,800AD3060,17115084.3,US Dollar,17115084.3,US Dollar,ACH,0,-1
2022/09/01 00:19,1313,800B1A120,20,800B1A1C0,111072848.43,US Dollar,111072848.43,US Dollar,Cheque,0,-1
2022/09/01 00:16,11081,800B3EA80,2776,800B40490,25807658.0,US Dollar,25807658.0,US Dollar,Cheque,0,-1
2022/09/01 00:29,11796,800B5D710,11796,800B5D710,21747503.77,US Dollar,21747503.77,US Dollar,Reinvestment,0,-1
2022/09/01 00:24,70,100428660,741,800B926E0,16956991.44,US Dollar,16956991.44,US Dollar,Cheque,0,-1
2022/09/01 00:18,1313,800B9BCC0,544,800B9BD60,39247738.87,US Dollar,39247738.87,US Dollar,Cheque,0,-1
2022/09/01 00:19,1601,800BEE3E0,1208,800BEE430,73071312.97,US Dollar,73071312.97,US Dollar,ACH,0,-1
2022/09/01 00:28,11848,800BEDEB0,11796,800BFA750,517826437.0,US Dollar,517826437.0,US Dollar,Cheque,0,-1
2022/09/01 00:22,0,800C5E880,0,800C5E880,20801672.21,US Dollar,20801672.21,US Dollar,Reinvestment,0,-1
2022/09/01 00:01,2776,800C7FBB0,11032,800C886F0,26994906.0,US Dollar,26994906.0,US Dollar,ACH,0,-1
2022/09/01 00:22,1601,8003D1B90,11848,800DD4BC0,22709545.2,US Dollar,22709545.2,US Dollar,Cheque,0,-1
2022/09/01 00:16,2597,800E82790,1208,800E827E0,92741276.0,US Dollar,92741276.0,US Dollar,Cheque,0,-1
2022/09/01 00:12,0,800C5E880,2776,800E979D0,893057993.91,US Dollar,893057993.91,US Dollar,Cheque,0,-1
2022/09/01 00:13,0,800C5E880,2776,800E979D0,920302415.68,US Dollar,920302415.68,US Dollar,Cash,0,-1
2022/09/01 00:27,0,800C5E880,2776,800E979D0,28088574.16,US Dollar,28088574.16,US Dollar,ACH,0,-1
2022/09/01 00:23,11796,800EEC470,1831,800EEC5B0,158689284.0,US Dollar,158689284.0,US Dollar,ACH,0,-1
2022/09/01 00:06,2954,800BA91D0,214,800F29110,341521904.8,US Dollar,341521904.8,US Dollar,Cheque,0,-1
2022/09/01 00:24,2954,800BA91D0,214,800F29110,1400553567.95,US Dollar,1400553567.95,US Dollar,ACH,0,-1
2022/09/01 00:04,11796,800F59260,11796,800F59260,24880340.49,US Dollar,24880340.49,US Dollar,Reinvestment,0,-1
2022/09/01 00:07,1046,800F93480,1046,800F93480,34012065.04,US Dollar,34012065.04,US Dollar,Reinvestment,0,-1
2022/09/01 00:28,21418,801051370,21418,801051370,33198333.72,US Dollar,33198333.72,US Dollar,Reinvestment,0,-1
2022/09/01 00:12,1601,80110CF30,1831,80110E0B0,300298452.0,US Dollar,300298452.0,US Dollar,Cheque,0,-1
2022/09/01 00:18,867,801110430,1818,801111BD0,25594844.0,US Dollar,25594844.0,US Dollar,Cheque,0,-1
2022/09/01 00:09,12582,8012BEB00,12582,8012BEB00,20683034.77,US Dollar,20683034.77,US Dollar,Reinvestment,0,-1
2022/09/01 00:23,1046,800B9BF50,11304,8012D61E0,14890487.77,US Dollar,14890487.77,US Dollar,Cheque,0,-1
2022/09/01 00:14,718,80080E800,1924,8012DE280,32630051.27,US Dollar,32630051.27,US Dollar,Cheque,0,-1
2022/09/01 00:19,718,80080E800,1924,8012DE280,34038441.87,US Dollar,34038441.87,US Dollar,Cash,0,-1
2022/09/01 00:28,544,8013EF1A0,1046,8013EF240,18666495.0,US Dollar,18666495.0,US Dollar,Cheque,0,-1
2022/09/01 00:14,1924,8013F49B0,0,8013F4A50,171532605.0,US Dollar,171532605.0,US Dollar,ACH,0,-1
2022/09/01 00:11,214,8013FFA50,214,8013FFA50,14968641.86,US Dollar,14968641.86,US Dollar,Reinvestment,0,-1
2022/09/01 00:17,0,8003376D0,2597,801432520,28999399.23,US Dollar,28999399.23,US Dollar,Cheque,0,-1
2022/09/01 00:02,0,8003376D0,2597,801432520,211745701.65,US Dollar,211745701.65,US Dollar,Cash,0,-1
2022/09/01 00:06,11304,80144C3B0,11304,80144C3B0,24176695.19,US Dollar,24176695.19,US Dollar,Reinvestment,0,-1
2022/09/01 00:05,20,80114C930,11848,80145D440,17046877.89,US Dollar,17046877.89,US Dollar,Cheque,0,-1
2022/09/01 00:14,20,80114C930,11848,80145D440,26349260.82,US Dollar,26349260.82,US Dollar,Cash,0,-1
2022/09/01 00:13,0,80145F630,23128,80145F680,160547197.0,US Dollar,160547197.0,US Dollar,Cheque,0,-1
2022/09/01 00:02,718,8014719B0,718,8014719B0,26662118.7,US Dollar,26662118.7,US Dollar,Reinvestment,0,-1
2022/09/01 00:16,718,801492EB0,718,801492EB0,22332695.59,US Dollar,22332695.59,US Dollar,Reinvestment,0,-1
2022/09/01 00:09,11796,80151C200,2597,8014DF7E0,15794495.0,US Dollar,15794495.0,US Dollar,ACH,0,-1
2022/09/01 00:17,13600,801581720,23602,801581770,39804557.0,US Dollar,39804557.0,US Dollar,ACH,0,-1
2022/09/01 00:27,11796,801589150,11796,801589150,20127786.65,US Dollar,20127786.65,US Dollar,Reinvestment,0,-1
2022/09/01 00:01,11304,8015ACE00,2597,8015A99A0,14963610.69,US Dollar,14963610.69,US Dollar,ACH,0,-1
2022/09/01 00:21,11798,801660870,11798,801660870,31887240.64,US Dollar,31887240.64,US Dollar,Reinvestment,0,-1
2022/09/01 00:03,1924,800308EA0,11848,801666BF0,26256055.0,US Dollar,26256055.0,US Dollar,Cheque,0,-1
2022/09/01 00:23,1924,800308EA0,11848,801666BF0,22984710.56,US Dollar,22984710.56,US Dollar,Cash,0,-1
2022/09/01 00:09,214,80169FBC0,214,80169FBC0,136815299.56,US Dollar,136815299.56,US Dollar,Reinvestment,0,-1
2022/09/01 00:23,11032,8009CE0F0,718,8016AED00,46912216.82,US Dollar,46912216.82,US Dollar,Cheque,0,-1
2022/09/01 00:20,70,100428660,2954,801703200,17037035.66,US Dollar,17037035.66,US Dollar,Cheque,0,-1
2022/09/01 00:14,23602,80170CD90,1488,80170CE30,384996164.0,US Dollar,384996164.0,US Dollar,Cheque,0,-1
2022/09/01 00:15,23128,80172EA40,23128,80172EA40,26385220.78,US Dollar,26385220.78,US Dollar,Reinvestment,0,-1
2022/09/01 00:27,23602,8017588E0,23602,8017588E0,26059090.17,US Dollar,26059090.17,US Dollar,Reinvestment,0,-1
2022/09/01 00:08,11304,801724420,11304,801724420,26125505.66,US Dollar,26125505.66,US Dollar,Reinvestment,0,-1
2022/09/01 00:04,1924,80177DEE0,2310,80177DF30,45915403.01,US Dollar,45915403.01,US Dollar,Cheque,0,-1
